科目コード,部門コード,PJコード,4月,5月,6月,7月,8月,9月,10月,11月,12月,1月,2月,3月
4000,S02,PJ002,168087,216852,660471,538487,286041,353543,495602,630111,756858,895587,526394,361816
4100,D01,PJ003,336821,829288,426501,801635,922517,171854,331467,199050,964623,462719,783010,797241
1000,D02,,339019,124252,925714,519321,440961,921772,690717,293951,679916,135795,702562,143249
2000,S01,PJ001,773193,929662,271351,296983,763495,676047,869086,615418,237259,944317,101278,996618
3000,S02,PJ002,845473,463435,560743,738327,192970,496245,479639,444829,396025,127993,253999,784520
4000,D01,PJ003,956549,894038,874847,808490,930982,599049,453226,416211,329177,858681,326029,967193
4100,D02,,165954,889202,947900,106389,808764,354297,555246,220454,525437,636945,989867,970094
1000,S01,PJ001,160354,611927,622652,966383,750501,779447,333328,390665,415095,588802,493634,369539
2000,S02,PJ002,883409,428546,710791,869717,460435,195864,157625,155956,736396,162944,725444,908507
3000,D01,PJ003,363650,942039,685640,311048,952493,682291,477212,793804,769930,351730,191931,842419
4000,D02,,527891,429572,724898,130224,483143,565083,166645,140179,319917,426662,253258,263624
4100,S01,PJ001,255643,907364,873713,889638,974170,708307,345328,745364,321231,132924,891258,192404
1000,S02,PJ002,793618,967080,655317,445404,946112,811473,518131,295100,778532,952875,740616,960292
2000,D01,PJ003,485843,474186,147434,532051,521868,958281,966315,908546,393318,952081,570929,392875
3000,D02,,572375,428923,912845,454542,229945,461727,697763,314681,894386,767437,821520,463941
4000,S01,PJ001,174355,604434,479170,151068,610877,292282,679732,797280,712940,593773,856488,422071
4100,S02,PJ002,522540,697530,842429,911609,819300,320344,475357,933988,163739,559884,461997,500088
1000,D01,PJ003,771993,494762,549214,255358,805798,434298,340224,909593,299249,528218,620685,200026
2000,D02,,694267,686152,637048,283457,307560,552764,935711,410467,331629,997616,600290,963924
3000,S01,PJ001,555213,170762,818507,961249,862305,850241,689259,549075,812053,862333,524063,783828
4000,S02,PJ002,243360,300035,322407,762136,875271,596873,921046,429279,466571,167122,160990,324786
4100,D01,PJ003,726619,959252,593178,841369,160969,130195,245183,430779,592197,783373,117569,230941
1000,D02,,449523,180282,546823,141335,960404,871895,379585,757338,970531,906180,199676,316200
2000,S01,PJ001,608870,861168,968218,299955,318763,380488,513634,660889,275671,674577,790178,705365
3000,S02,PJ002,348821,333449,740459,547143,185702,273188,522877,354065,759325,836665,271245,424804
4000,D01,PJ003,774774,118115,623752,842140,749855,249877,188923,732677,234191,815634,312106,109526
4100,D02,,772513,844370,309675,207443,872390,892861,896366,524078,781057,751060,708662,424897
1000,S01,PJ001,695610,117101,351283,809209,306506,993165,649651,802967,116570,584735,655777,864447
2000,S02,PJ002,384290,705187,150060,490716,423357,834843,852519,921407,470811,154516,283984,270254
3000,D01,PJ003,493360,683770,728763,605178,539352,116535,268551,551692,621774,210129,803361,736295
4000,D02,,586565,744460,193911,954490,666429,256347,920399,204808,174678,913766,434352,286984
4100,S01,PJ001,844847,998183,984652,971629,106245,622063,424218,918035,573463,700805,536850,589576
1000,S02,PJ002,540226,638069,451764,618762,322438,969215,374188,313335,267891,106929,585872,447349
2000,D01,PJ003,612373,830761,684375,574035,760082,379997,314740,349100,311051,736742,592545,100088
3000,D02,,147282,687968,473897,913889,918458,626935,503042,143929,167513,414093,307519,320004
4000,S01,PJ001,312055,940859,360360,171352,265557,981177,113983,101479,523402,830117,712745,138570
4100,S02,PJ002,500331,293511,963583,426247,920740,192657,679527,940831,547378,480271,467764,864159
1000,D01,PJ003,140517,133460,375707,498092,681137,344726,128500,418359,913652,799918,698540,662275
2000,D02,,128447,865103,690126,179523,423359,414984,388256,210364,233266,874967,719451,410223
3000,S01,PJ001,668509,903219,631861,126948,415299,477845,973617,234046,590788,304666,601747,499047
4000,S02,PJ002,464278,429704,920136,749462,392484,514287,442388,138057,271194,626683,838354,152362
4100,D01,PJ003,191511,402912,563638,218700,135012,946672,805821,415572,311380,437688,438178,843654
1000,D02,,217268,933308,567491,778423,175880,699712,195650,494932,148464,878921,428277,540685
2000,S01,PJ001,312507,226155,163268,746020,895886,959569,477443,843434,894960,260715,749621,969054
3000,S02,PJ002,820450,157683,385582,273302,128084,397960,890504,452626,596801,768638,371376,892093
4000,D01,PJ003,254768,185146,516675,363250,590943,805795,563772,502303,275158,634856,183184,273485
4100,D02,,475872,902987,224959,505455,760706,487956,969868,702618,566446,955439,658611,697611
1000,S01,PJ001,947810,953456,588287,467535,470037,406854,734691,710653,656212,768476,833876,518441
2000,S02,PJ002,216040,698943,259981,461520,865089,414278,807929,408213,846932,932085,811297,122923
3000,D01,PJ003,342383,684872,221020,219845,503483,438138,486215,349863,369411,255553,621629,661532
4000,D02,,329915,738626,805391,949986,501876,144790,253666,867096,776227,311007,984874,885598
4100,S01,PJ001,977054,862536,369625,356424,941208,269637,531211,221532,685554,761070,852768,766219
1000,S02,PJ002,607728,157948,620001,204430,875993,345764,949263,248628,406237,453382,111389,796547
2000,D01,PJ003,252422,920854,483915,426210,620756,920350,635696,697050,110553,857460,606364,482830
3000,D02,,559034,635747,670352,850679,714435,913276,557160,649112,472324,182883,848925,619474
4000,S01,PJ001,465019,497435,596056,756286,632807,647893,276803,489483,340360,679795,636641,517371
4100,S02,PJ002,260326,187002,741924,645380,421522,849136,303631,558333,776694,898061,387222,362741
1000,D01,PJ003,823431,869611,634563,490478,723747,550066,140653,132466,660647,640571,444699,571730
2000,D02,,732941,949120,412434,694301,226598,982608,643832,282531,721201,179518,567989,329935
3000,S01,PJ001,643127,247701,753278,924188,131429,306770,969705,860359,469398,348055,186378,359684
4000,S02,PJ002,364543,627233,164046,741380,554837,571684,620098,559577,790089,529666,388810,154445
4100,D01,PJ003,768403,603845,272746,287950,432643,708700,895167,296349,862419,944606,249152,896597
1000,D02,,317397,951942,444425,444091,832634,233252,198520,481357,607375,884290,121406,500535
2000,S01,PJ001,216209,772487,254746,961302,542591,246813,937225,957546,638539,825643,945606,226189
3000,S02,PJ002,519612,252488,922181,782850,348147,804910,826130,709405,935001,435657,271025,418648
4000,D01,PJ003,206663,120085,122861,779361,496349,537573,787672,970284,323929,620426,712765,304986
4100,D02,,344664,184607,985312,170912,782197,363068,838184,514405,958450,498261,787273,714806
1000,S01,PJ001,753885,546038,193419,857912,492493,680500,158078,117242,326512,166281,109393,699755
2000,S02,PJ002,494810,817642,949604,922660,994764,923895,379370,677232,179395,584257,377116,925772
3000,D01,PJ003,868236,355161,482279,307925,820477,334604,624079,779715,714430,636048,772862,229138
4000,D02,,399376,579725,359744,644707,881804,567805,624218,707018,447177,395311,824855,281091
4100,S01,PJ001,481957,960844,142449,571107,760606,637664,572521,836164,478530,137933,626071,412347
1000,S02,PJ002,743008,354909,590444,745536,854399,969952,664507,487209,594538,663138,847459,906991
2000,D01,PJ003,966805,266530,950911,749647,454138,326253,808607,524182,467185,549873,662051,780047
3000,D02,,244197,725102,346546,324490,708000,199673,495482,853509,365763,866321,485786,317986
4000,S01,PJ001,346554,918287,218212,974360,381381,758252,143482,831804,293236,852229,936431,359347
4100,S02,PJ002,806516,537873,517156,418480,553435,344849,734433,369704,730485,204226,258957,496091
1000,D01,PJ003,737269,478693,762998,103207,147198,246592,314624,777675,770855,850662,454585,738438
2000,D02,,142794,251622,557870,629010,634468,302123,807769,174475,680133,998014,232694,792714
3000,S01,PJ001,831391,126720,356743,751336,140524,371673,829871,891291,934503,835729,624336,650739
4000,S02,PJ002,732625,366736,232684,841497,435481,458995,668088,460450,522565,223106,908849,446675
4100,D01,PJ003,882656,220543,442982,423996,332712,986149,296831,507903,723305,230655,976066,321615
1000,D02,,707952,833042,718150,491633,661906,354259,301138,994409,699427,589952,868231,588307
2000,S01,PJ001,135187,900602,969785,926755,621122,415861,459175,963853,106548,667644,281443,646430
3000,S02,PJ002,826577,547925,920801,310734,110368,684206,224685,756061,987639,789541,366922,367982
4000,D01,PJ003,233024,506822,376295,758218,568597,812067,888120,411435,288206,584847,887624,961681
4100,D02,,441736,399821,531111,361845,544960,872356,525710,791068,535586,139772,293891,996617
1000,S01,PJ001,687036,704013,769714,590208,430374,997092,947219,498185,159547,988224,116594,744385
2000,S02,PJ002,861023,519703,713722,436365,134541,105703,758846,872662,960128,489245,865021,955160
3000,D01,PJ003,190706,297168,291734,892452,603669,667207,915037,231778,793214,509925,925721,470709
4000,D02,,804526,314627,551360,249754,859388,670561,705933,608922,766413,482634,464776,673185
4100,S01,PJ001,490833,894974,299440,969452,750141,935474,722074,449786,969779,142168,417511,713950
1000,S02,PJ002,139390,960550,283488,144142,209577,331031,874371,353622,918145,312409,566840,683412
2000,D01,PJ003,585794,395914,749230,709963,937595,850468,233958,708716,549790,977310,517091,369627
3000,D02,,980119,965487,572452,674180,393091,617411,143374,906977,195392,864008,896959,922073
4000,S01,PJ001,930984,821609,763765,662913,103533,276685,922219,267036,249939,889714,830851,454586
4100,S02,PJ002,953794,324633,590788,973531,791536,738822,515246,434116,707075,450487,504601,202408
1000,D01,PJ003,817292,111605,346385,258520,373746,322824,122477,246519,584101,103140,215291,693754
2000,D02,,597554,948499,690895,100056,688230,486888,420789,923435,236910,608535,782678,961954
3000,S01,PJ001,172619,658080,609290,569841,534278,491921,453461,538123,960116,556815,541353,928639
4000,S02,PJ002,408177,597247,283336,655516,687749,363071,808195,887553,584034,786145,917181,257951
4100,D01,PJ003,359956,803817,193388,697007,913136,106755,613908,965302,869652,561022,790203,737975
1000,D02,,958445,666222,853713,527050,626590,859026,878957,118437,345147,557868,372564,770106
2000,S01,PJ001,961523,255222,301983,411590,699519,456857,367403,402917,448820,988532,266311,158911
3000,S02,PJ002,703374,390819,677031,177338,583333,961060,265266,820082,776276,282344,925161,419050
4000,D01,PJ003,177982,783029,200462,823893,114905,561064,470897,534125,371814,193188,931876,255112
4100,D02,,124328,625967,337500,294848,659347,141854,922137,163083,201391,946498,565282,848148
1000,S01,PJ001,840188,236972,213801,942801,685560,473520,418545,986252,599925,628321,945543,280073
2000,S02,PJ002,312761,548407,346542,802708,384662,911802,715206,847960,340873,710790,434324,237361
3000,D01,PJ003,441068,435833,871416,157211,433382,626306,625985,514295,953376,740074,184888,513339
4000,D02,,201151,643547,998832,782838,780935,614501,926634,106365,793143,357926,884223,495758
4100,S01,PJ001,223282,265023,865009,517647,888684,516737,566625,571106,364597,316402,479057,281371
1000,S02,PJ002,556577,506627,188587,848319,192260,365310,111144,902933,111768,551276,731646,983388
2000,D01,PJ003,956761,586741,788828,237506,871734,452628,228339,434823,108036,691360,127588,804387
3000,D02,,374906,660525,446177,584567,198713,930649,725109,711369,199763,548003,298240,457549
4000,S01,PJ001,666025,953037,147337,373780,101820,910700,284186,297536,199681,257187,660426,324024
4100,S02,PJ002,188053,524086,986391,842934,709137,234965,975254,314821,917814,866164,496535,493338
1000,D01,PJ003,665509,510907,255171,675692,129028,864912,252839,220974,775400,902493,531024,576189
2000,D02,,456430,919217,293462,956465,197821,533703,530844,604638,382108,687704,252632,401708
3000,S01,PJ001,509724,149135,263297,849607,820005,653207,433456,930229,890734,486946,405921,707984
4000,S02,PJ002,640378,205088,108657,842001,786686,829251,590331,564498,589214,109818,665373,857731
4100,D01,PJ003,397012,454760,490479,952422,876328,804004,442186,931814,863832,484642,496084,784391
1000,D02,,587695,734818,470584,329762,728470,844100,282742,630054,905084,875928,658699,931741
2000,S01,PJ001,547096,319243,543596,460499,599575,439907,939433,990119,435040,213768,976585,712479
3000,S02,PJ002,408606,335067,283896,680777,879098,175880,986432,797242,479515,750233,804035,689244
4000,D01,PJ003,134880,154574,751292,402128,110534,509650,932592,887313,684722,355402,653221,295633
4100,D02,,916463,670321,218149,309338,778492,221796,363268,301422,381835,197582,822482,426790
1000,S01,PJ001,139764,180130,623618,135648,753726,536202,742978,699727,165928,232877,960204,497068
2000,S02,PJ002,389079,850797,822085,751472,128017,199511,668226,869229,724153,439528,215557,415877
3000,D01,PJ003,276981,134899,481820,525770,261862,122337,525905,684132,233875,237789,153385,826624
4000,D02,,776530,916513,412729,536478,452569,495611,482155,659238,581353,598538,993721,618581
4100,S01,PJ001,890580,178527,955464,377715,430983,274776,316229,614203,940117,615973,935144,968351
1000,S02,PJ002,648796,190667,871120,392952,769842,272375,197310,501052,738759,910305,832315,546846
2000,D01,PJ003,610612,404527,563248,126809,374335,982552,403955,961662,971621,584411,438733,769354
3000,D02,,953510,235305,738722,691575,565491,145577,881757,146297,305170,149980,708298,950751
4000,S01,PJ001,844060,451973,968688,755501,379028,326554,975757,157306,873516,681183,468657,237760
4100,S02,PJ002,254186,321559,404024,613167,739584,803529,925950,927438,777753,219561,355047,152217
1000,D01,PJ003,538941,618997,698729,487454,970880,179842,670717,338051,940752,809406,555459,912052
2000,D02,,677722,495903,748827,978899,853299,835303,320114,559924,355496,758620,428904,794691
3000,S01,PJ001,963722,626924,767940,134907,262567,610041,805308,190007,228260,837281,283440,464387
4000,S02,PJ002,319381,291221,881548,206125,416880,193591,451557,118913,304876,159699,477493,573670
4100,D01,PJ003,998739,375909,127149,894849,254234,941049,793141,358616,345625,127314,463979,645527
1000,D02,,480755,773035,803458,593609,728781,905976,450692,102415,844643,649488,408331,613165
2000,S01,PJ001,123372,843739,830978,541298,779783,363630,195914,175093,784693,920584,616701,519308
3000,S02,PJ002,717308,389111,378966,430435,571887,449381,384932,841421,751308,764310,422431,872482
4000,D01,PJ003,157725,512466,416078,380156,110873,612661,214077,363216,982681,134801,625587,511262
4100,D02,,569544,812749,908337,699855,668899,638523,399271,724997,795338,921187,372305,945009
1000,S01,PJ001,704443,295896,202059,476987,614391,638424,903157,944815,799496,241694,971130,624353
2000,S02,PJ002,645627,389589,871200,225483,353010,711809,608094,331326,797616,395254,498131,143015
3000,D01,PJ003,526954,653321,153473,594582,968985,690689,383363,561597,372361,778314,798544,510409
4000,D02,,503203,635957,395269,552330,661244,795337,342747,519376,768185,718069,350600,103903
4100,S01,PJ001,521330,103798,964813,856861,352782,319625,735919,934837,285834,998790,600889,451958
1000,S02,PJ002,614774,520019,667143,557476,248558,968186,147178,990899,121604,165003,232470,103530
2000,D01,PJ003,186458,581296,587550,868070,269386,278367,373196,934904,952293,875024,286790,371686
3000,D02,,664114,174805,841352,670215,643463,722808,810357,290045,889597,948809,249501,560591
4000,S01,PJ001,684878,896396,446821,768732,510323,566807,268617,757163,460626,651060,114714,171066
4100,S02,PJ002,906957,286337,955263,209775,421862,698516,825122,295366,963064,515278,186986,178923
1000,D01,PJ003,975561,647686,331508,627283,819259,607332,229907,340996,730964,807232,200254,147436
